ASV	Acanthamunnopsis3	Cyclothone1	Cyclothone2	Cyclothone3	Cyclothone4	Euphausia1	Euphausia2	Euphausia3	Euphausia4	Stenobrachius1	Stenobrachius2	Stenobrachius3	Stenobrachius4	Poeobius1	Poeobius3	Eusergestes1	Eusergestes2	Eusergestes4
Zotu1058	0	0	0	0	0	0	0	0	0	4	0	0	114	0	0	0	0	0
Zotu2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Zotu118	0	0	125	53	2	0	39	0	8	0	2	0	0	0	0	189	323	20
Zotu1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu151	0	0	0	0	0	4	210	741	11	0	15	95	4	5	0	0	175	0
Zotu270	0	5	0	31	0	0	0	0	0	16	0	0	2	0	0	0	9	0
Zotu348	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	88	0
Zotu58	0	0	242	84	65	0	197	0	12	0	0	0	0	0	0	947	1664	127
Zotu310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	208	0
Zotu1946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
