ASV	Acanthamunnopsis3	Cyclothone1	Cyclothone2	Cyclothone3	Cyclothone4	Euphausia1	Euphausia2	Euphausia3	Euphausia4	Stenobrachius1	Stenobrachius2	Stenobrachius3	Stenobrachius4	Poeobius1	Poeobius3	Eusergestes1	Eusergestes2	Eusergestes4
Zotu1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Zotu1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2167	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu551	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Zotu966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1241	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Zotu1441	0	0	0	0	0	1	0	17	3	0	0	0	0	0	0	0	0	0
Zotu1773	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu765	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1564	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
Zotu1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1402	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu375	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
Zotu2315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
Zotu481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
Zotu705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Zotu808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu134	0	0	0	0	0	0	0	58	0	0	0	0	0	278	0	0	264	38
Zotu1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
Zotu248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	244	0
Zotu1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
Zotu1556	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
Zotu1763	0	20	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
Zotu424	0	2	0	0	0	0	0	0	0	0	0	96	0	0	0	0	72	0
Zotu920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
Zotu306	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Zotu2360	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu358	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu621	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu684	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	104	0	0
Zotu836	0	0	28	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	8	0
Zotu1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1804	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
Zotu443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1140	0	0	0	0	0	0	0	0	0	0	0	72	0	0	38	0	0	0
Zotu496	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1	0	0	0
Zotu221	0	0	0	45	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
Zotu1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
Zotu2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Zotu1323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0
Zotu473	0	134	0	0	1	1	0	0	1	0	0	1	27	0	0	1	1	0
Zotu2066	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
Zotu64	858	82	473	875	273	4	13	1	1	0	3	26	78	1	0	1103	0	32
Zotu781	0	107	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu1426	1	4	0	28	0	0	0	0	3	0	2	0	0	0	0	0	2	0
Zotu1106	0	8	0	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu138	122	7	176	279	84	0	0	0	1	0	0	0	2	0	0	1	0	0
Zotu1483	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1511	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1900	0	20	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2078	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu238	134	3	0	0	21	0	0	78	0	0	0	0	0	0	0	274	0	0
Zotu572	28	12	0	0	24	0	1	0	0	0	1	0	1	0	0	0	0	0
Zotu927	1	0	74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1508	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu430	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0
Zotu535	0	22	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu880	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu104	787	0	106	591	284	2	0	0	0	0	0	5	38	0	0	0	0	0
Zotu106	344	0	213	833	62	12	0	0	0	0	0	65	83	0	0	0	0	0
Zotu1171	28	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1172	74	0	3	100	29	0	0	0	0	0	0	0	0	0	0	153	0	0
Zotu1179	8	0	0	54	98	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1195	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1204	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1218	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1276	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13	8825	0	821	7852	2981	25	89	0	0	1	34	472	1038	0	0	92	0	448
Zotu1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1401	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15	8482	0	1720	6692	3521	49	27	0	0	184	1	166	581	0	84	0	0	290
Zotu1667	38	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1671	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0
Zotu1708	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1726	26	0	45	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1734	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1789	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1858	92	0	23	169	213	1	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1951	37	0	55	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2107	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu312	138	0	53	38	0	0	0	0	0	0	0	0	29	0	0	0	0	0
Zotu318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0
Zotu336	87	0	0	139	90	0	17	0	0	0	0	0	46	0	0	0	0	0
Zotu347	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0
Zotu380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0
Zotu395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Zotu399	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0
Zotu449	93	0	12	3	92	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu46	540	0	972	1911	211	6	47	1	2	2	2	203	69	0	112	729	1	1
Zotu530	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu575	0	0	2	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu609	0	0	0	2	165	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu615	12	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu888	303	0	0	162	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu89	863	0	10	907	236	2	0	0	0	0	0	73	33	0	0	0	0	138
Zotu899	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu921	70	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu950	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu964	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1021	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1791	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu544	0	17	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu665	0	0	0	0	9	0	0	55	0	0	0	0	0	0	0	59	0	0
Zotu809	0	9	0	75	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0
Zotu275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1068	0	24	0	0	0	0	29	0	4	0	0	0	0	0	0	0	0	0
Zotu1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2236	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu319	0	0	0	0	0	3	0	36	0	0	0	0	0	0	0	0	0	0
Zotu381	0	15	0	0	0	1	0	0	11	125	0	0	0	0	0	0	0	0
Zotu56	0	606	0	17	0	185	834	2300	245	0	64	250	0	0	0	0	340	0
Zotu307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
Zotu1009	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0
Zotu1093	0	30	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
Zotu197	0	187	0	0	0	11	0	262	35	0	0	0	0	0	0	0	0	0
Zotu284	0	35	0	0	0	6	0	88	5	0	0	25	0	0	0	0	93	0
Zotu299	0	0	0	0	0	3	0	57	17	0	0	103	0	0	0	0	0	0
Zotu671	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
Zotu86	0	0	0	46	0	275	36	189	1785	0	103	143	0	0	0	0	0	0
Zotu206	0	81	0	0	0	0	49	41	6	0	0	0	0	0	0	0	66	0
Zotu218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu45	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu532	0	0	0	0	0	0	32	0	39	0	0	104	0	0	0	0	0	0
Zotu974	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0
Zotu687	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1018	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	21	0
Zotu1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	0
Zotu1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Zotu162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	0
Zotu220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0
Zotu226	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	20
Zotu453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	6
Zotu541	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
Zotu656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Zotu83	0	25	0	0	0	0	0	0	0	0	0	18	0	1	0	67	2285	338
Zotu139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Zotu260	0	54	0	0	0	3	33	71	25	0	0	0	0	0	0	0	0	0
Zotu372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu885	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
Zotu961	0	0	0	0	0	10	0	0	0	0	0	0	35	0	0	0	0	0
Zotu1414	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu174	0	45	0	0	0	51	16	90	3	0	72	15	0	0	0	0	0	0
Zotu185	0	228	0	0	0	11	0	154	11	0	0	13	0	0	0	0	0	0
Zotu198	0	186	0	0	0	13	25	214	20	0	0	0	0	0	0	0	0	0
Zotu387	0	0	0	0	0	0	0	11	0	0	0	170	0	0	0	0	0	0
Zotu411	0	0	0	0	0	0	32	50	3	0	0	0	0	0	0	0	0	0
Zotu82	0	425	0	0	0	67	168	626	257	104	41	283	26	0	0	0	35	0
Zotu379	0	39	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
Zotu1580	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1283	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
Zotu1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1717	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Zotu244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0
Zotu322	0	76	0	0	0	0	8	79	0	0	0	0	0	0	0	0	0	0
Zotu595	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Zotu735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0
Zotu862	0	0	0	0	0	4	10	2	0	0	0	0	0	0	0	0	0	0
Zotu995	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu288	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	253	86	0
Zotu398	0	65	0	0	0	7	0	22	0	0	0	0	0	0	0	0	0	0
Zotu650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	13
Zotu695	0	0	0	8	0	0	17	0	0	0	0	0	0	0	0	0	0	0
Zotu768	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Zotu810	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	38	0
Zotu1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
Zotu697	0	8	0	0	0	0	0	54	0	0	0	0	0	0	0	0	6	1
Zotu463	0	0	0	0	0	3	17	207	0	0	0	0	0	0	0	0	1	0
Zotu1032	0	49	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
Zotu80	0	1246	0	0	0	2	0	479	15	177	0	0	23	0	0	0	0	0
Zotu1107	0	23	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Zotu1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2251	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu704	0	77	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0
Zotu1347	0	44	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0
Zotu2303	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0
Zotu102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu1822	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Zotu1545	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
Zotu2032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2058	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
Zotu1340	0	20	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0
Zotu1881	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2380	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Zotu1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu283	0	61	0	0	0	1	5	0	0	178	0	0	0	0	0	0	0	0
Zotu467	0	12	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0
Zotu926	0	19	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0
Zotu1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu217	0	95	0	0	0	1	35	0	10	0	0	0	0	0	0	0	0	0
Zotu2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu314	0	67	0	0	0	2	26	0	0	0	0	0	0	0	0	0	0	0
Zotu652	0	62	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0
Zotu854	0	30	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
Zotu1192	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
Zotu276	0	100	0	0	0	6	0	74	0	0	0	0	24	0	0	0	2	0
Zotu378	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	251	0
Zotu498	0	19	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0
Zotu579	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0
Zotu783	0	84	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Zotu105	0	94	0	5	0	32	66	151	52	0	98	101	0	8	0	0	164	14
Zotu345	0	17	0	0	0	0	0	14	0	0	1	0	0	0	0	0	30	66
Zotu563	0	63	0	0	0	0	22	76	0	0	0	0	0	0	0	0	0	0
Zotu203	0	7	0	8	0	0	0	0	7	0	0	0	0	0	0	203	310	3
Zotu59	0	0	0	0	0	1374	0	176	3332	0	633	140	22	0	0	0	0	0
Zotu1047	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu195	0	223	0	0	0	11	49	72	0	0	0	0	0	0	0	0	0	0
Zotu57	0	1565	0	0	0	813	181	159	117	1920	112	12	282	0	0	273	0	0
Zotu164	0	279	0	0	0	6	39	280	11	140	0	0	44	0	0	0	0	0
Zotu252	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100	137	79
Zotu305	0	1	0	0	0	0	0	0	3	0	6	0	0	0	0	0	307	1
Zotu509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	73
Zotu109	0	327	0	0	0	20	105	690	48	0	0	76	0	0	0	0	2	0
Zotu112	0	119	0	39	0	11	18	143	28	60	2	0	0	0	0	0	451	3
Zotu127	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	328	338	61
Zotu132	0	488	0	0	0	0	21	280	2	0	0	0	0	0	0	2	75	0
Zotu143	0	14	0	0	0	2	0	71	16	0	21	0	0	0	0	0	557	91
Zotu170	0	25	0	0	0	20	13	3	6	120	28	16	0	0	0	0	149	53
Zotu2173	0	0	0	0	0	1	12	0	2	0	0	0	0	0	0	0	0	0
Zotu229	0	0	0	0	0	213	0	30	287	1	1	0	0	0	0	0	0	0
Zotu28	0	66	0	23	0	4655	978	2857	3420	1094	1666	395	90	0	0	0	0	0
Zotu291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	45	35
Zotu329	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	118	131
Zotu335	0	56	0	3	0	6	96	51	9	0	0	4	11	0	0	0	4	0
Zotu425	0	21	0	0	0	1	5	186	15	0	0	0	0	0	0	0	0	0
Zotu52	0	21	0	0	0	2186	356	767	2313	60	1046	183	27	0	0	0	10	0
Zotu613	0	0	0	0	0	0	0	0	1	105	0	0	0	0	0	0	44	0
Zotu673	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
Zotu77	0	7	0	0	0	0	0	0	5	0	0	0	26	0	0	0	0	0
Zotu84	0	0	0	0	0	131	0	77	521	1595	608	0	108	0	0	0	0	0
Zotu912	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
Zotu916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
Zotu980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1886	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0
Zotu451	0	35	0	0	0	2	0	8	1	0	0	85	0	0	0	0	0	0
Zotu1002	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1019	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1085	0	12	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0
Zotu117	0	255	0	0	0	9	39	173	44	0	0	0	0	0	0	0	0	0
Zotu1685	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
Zotu1823	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2068	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu213	0	67	0	0	0	2	71	110	0	0	0	0	0	0	0	0	15	0
Zotu2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu353	0	73	0	92	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Zotu439	0	24	0	0	0	0	37	51	0	0	0	0	0	0	0	0	0	0
Zotu468	0	53	0	0	0	0	0	69	3	0	0	0	0	0	0	0	0	0
Zotu623	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	80	41	0
Zotu748	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
Zotu786	0	40	0	6	0	0	1	0	0	0	2	0	0	0	0	0	45	0
Zotu1259	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1386	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	23	0
Zotu101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1274	0	0	0	0	0	0	23	37	0	0	0	0	0	0	0	0	0	0
Zotu795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
Zotu1787	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Zotu1351	0	13	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
Zotu1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	701	0
Zotu1579	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu508	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1022	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	78
Zotu1358	0	30	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
Zotu1653	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2019	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2237	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu703	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
Zotu780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Zotu868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
Zotu894	0	17	0	0	0	0	0	49	0	0	0	0	0	0	0	0	14	0
Zotu1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Zotu1522	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1108	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu122	0	176	0	0	0	0	30	106	0	0	0	0	0	0	0	0	0	0
Zotu103	0	34	0	0	0	0	0	1244	0	0	0	0	12	0	0	0	0	0
Zotu1825	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
Zotu2364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu67	0	167	0	31	0	2239	364	1348	520	0	0	84	124	0	0	0	0	0
Zotu714	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu727	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu922	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
Zotu944	0	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu126	0	255	0	0	52	0	0	0	0	0	0	0	0	0	0	927	0	0
Zotu6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
